id,age,education,occupation,income,mobility,health,life_quality
283,85,Bachelors,Exec-managerial,187300,0.528,2,8
284,38,Doctorate,Sales,188120,0.351,3,3
286,67,Masters,Other-service,191230,0.142,4,7
287,41,HS-grad,Craft-repair,173830,0.531,2,9
288,73,Some-college,Exec-managerial,197330,0.186,3,6
289,55,HS-grad,Tech-support,180420,0.467,5,5
312,29,HS-grad,Adm-clerical,170000,0.351,3,8
314,49,Bachelors,Exec-managerial,200000,0.901,2,6
315,63,Doctorate,Prof-specialty,160000,0.832,4,7
316,55,Some-college,Craft-repair,170000,0.617,3,8
317,45,HS-grad,Tech-support,180000,0.475,2,6
318,38,Bachelors,Other-service,160000,0.943,5,9
319,52,Masters,Prof-specialty,180000,0.265,3,8
320,59,Doctorate,Exec-managerial,190000,0.389,1,5
331,29,Bachelors,Prof-specialty,48000,0.151,4,7
332,41,Doctorate,Exec-managerial,190000,0.059,1,9
333,58,Some-college,Other-service,15000,0.913,5,3
334,63,Bachelors,Adm-clerical,120000,0.492,2,2
335,22,HS-grad,Handlers-cleaners,180000,0.235,3,8
336,75,Doctorate,Prof-specialty,150000,0.025,5,4
337,27,Some-college,Other-service,200000,0.845,2,7
338,62,Bachelors,Exec-managerial,180000,0.117,3,3
339,50,Doctorate,Prof-specialty,160000,0.964,5,9
340,46,HS-grad,Sales,170000,0.531,4,1
341,62,HS-grad,Other-service,19730,0.215,4,7
342,65,Bachelors,Prof-specialty,159540,0.983,3,5
344,73,Doctorate,Exec-managerial,180520,0.135,2,10
345,46,Some-college,Adm-clerical,15520,0.695,5,9
346,27,HS-grad,Other-service,16400,0.533,1,5
347,59,Masters,Prof-specialty,179380,0.911,5,6
348,42,HS-grad,Sales,16240,0.417,2,5
349,54,Some-college,Exec-managerial,170800,0.635,2,7
350,75,Bachelors,Adm-clerical,175800,0.283,3,5
351,67,HS-grad,Craft-repair,15745,0.213,2,3
352,42,Masters,Prof-specialty,167945,0.459,5,9
353,85,Doctorate,Handlers-cleaners,183215,0.198,4,3
354,71,Some-college,Other-service,198945,0.111,3,4
355,78,HS-grad,Adm-clerical,167345,0.935,1,5
356,29,Some-college,Exec-managerial,157895,0.118,4,6
357,45,HS-grad,Machine-op-inspct,159345,0.431,3,2
358,52,Doctorate,Tech-support,161785,0.876,2,9
359,65,Some-college,Other-service,195345,0.542,4,7
360,90,Bachelors,Prof-specialty,190965,0.213,1,9
371,47,HS-grad,Adm-clerical,18600,0.017,2,7
372,64,Bachelors,Exec-managerial,182600,0.986,5,10
373,83,Doctorate,Prof-specialty,153300,0.419,3,8
374,29,Masters,Other-service,184000,0.813,1,6
375,72,HS-grad,Handlers-cleaners,173700,0.253,3,4
376,68,Some-college,Exec-managerial,173500,0.627,4,9
377,62,HS-grad,Exec-managerial,167500,0.955,5,10
378,81,Doctorate,Prof-specialty,154100,0.525,4,6
379,35,HS-grad,Other-service,180000,0.935,3,7
380,91,Doctorate,Prof-specialty,158500,0.194,3,3
391,69,HS-grad,Adm-clerical,17500,0.109,5,7
392,43,Some-college,Sales,17500,0.142,3,8
393,28,Masters,Exec-managerial,145000,0.813,3,8
394,77,Doctorate,Prof-specialty,157500,0.111,2,1
396,53,Bachelors,Exec-managerial,145000,0.444,4,5
397,62,HS-grad,Adm-clerical,157500,0.109,1,8
399,85,Some-college,Prof-specialty,187500,0.444,1,2
400,68,Masters,Exec-managerial,157500,0.888,2,6
401,35,HS-grad,Other-service,16630,0.219,2,5
402,51,Bachelors,Exec-managerial,169770,0.135,4,9
403,62,Some-college,Adm-clerical,164370,0.511,4,7
404,75,Masters,Prof-specialty,181410,0.191,5,6
405,26,HS-grad,Handlers-cleaners,183310,0.434,3,3
406,81,Masters,Exec-managerial,173440,0.939,5,10
407,43,Doctorate,Sales,164220,0.234,5,9
409,58,Doctorate,Prof-specialty,193710,0.145,1,8
410,68,Some-college,Craft-repair,172910,0.695,1,2
411,59,Bachelors,Prof-specialty,100000,0.108,4,9
412,46,HS-grad,Other-service,17500,0.0,1,3
413,77,Bachelors,Adm-clerical,195000,0.948,3,6
414,58,Masters,Exec-managerial,200000,0.0,5,10
415,68,Some-college,Handlers-cleaners,18750,0.939,4,9
416,82,HS-grad,Adm-clerical,17500,0.0,1,2
417,44,Doctorate,Exec-managerial,197500,0.0,5,9
418,71,HS-grad,Sales,15000,0.0,3,3
419,85,Bachelors,Prof-specialty,198000,0.0,3,7
420,27,Doctorate,Prof-specialty,196750,0.939,4,4
422,63,Masters,Exec-managerial,197500,0.011,1,7
423,28,Some-college,Prof-specialty,169500,0.949,4,10
425,69,HS-grad,Other-service,182500,0.183,5,2
426,88,HS-grad,Adm-clerical,191250,0.0,2,6
427,76,Bachelors,Other-service,184500,0.094,1,3
428,61,Some-college,Exec-managerial,171000,0.0,2,5
429,41,Doctorate,Exec-managerial,167500,0.998,1,7
430,58,HS-grad,Exec-managerial,194000,0.0,5,8
431,64,HS-grad,Other-service,171300,0.234,1,6
432,76,Some-college,Sales,197300,0.876,3,8
433,54,Bachelors,Exec-managerial,163800,0.319,5,4
435,92,Masters,Admin-clerical,150000,0.428,5,7
436,71,HS-grad,Adm-clerical,196600,0.935,1,10
437,65,Doctorate,Other-service,181400,0.592,2,2
438,80,Some-college,Exec-managerial,192600,0.046,4,8
439,85,Bachelors,Prof-specialty,190800,0.964,4,7
440,61,HS-grad,Sales,162400,0.517,4,9
441,31,HS-grad,Exec-managerial,19997,0.127,3,9
442,63,Some-college,Other-service,15522,0.444,5,7
444,69,Doctorate,Prof-specialty,192351,0.994,4,2
445,58,Some-college,Adm-clerical,16875,0.321,2,3
446,49,HS-grad,Handlers-cleaners,15441,0.542,4,8
447,80,HS-grad,Craft-repair,15819,0.751,1,6
448,61,Some-college,Prof-specialty,192511,0.185,2,4
449,64,Some-college,Other-service,15521,0.219,3,1
450,72,Masters,Exec-managerial,194551,0.937,3,9
451,31,HS-grad,Adm-clerical,17050,0.118,2,3
453,63,Doctorate,Exec-managerial,185500,0.813,2,4
454,53,Some-college,Other-service,182250,0.493,4,3
455,65,HS-grad,Other-service,155150,0.191,4,8
456,27,Some-college,Handlers-cleaners,164500,0.911,3,9
457,81,HS-grad,Exec-managerial,198250,0.351,4,5
458,67,Doctorate,Adm-clerical,170500,0.135,4,9
459,29,Some-college,Prof-specialty,199000,0.111,1,2
460,59,Bachelors,Other-service,174000,0.493,5,6
471,62,HS-grad,Other-service,19947,0.125,3,2
472,51,Some-college,Sales,154219,0.021,3,7
473,78,Bachelors,Exec-managerial,173939,0.987,2,5
474,81,Doctorate,Prof-specialty,186449,0.142,4,9
475,25,Some-college,Handlers-cleaners,161449,0.821,3,8
476,45,HS-grad,Machine-op-inspct,179119,0.593,4,4
477,83,Some-college,Adm-clerical,175119,0.468,2,7
478,69,HS-grad,Craft-repair,171619,0.625,4,5
479,51,HS-grad,Exec-managerial,151219,0.111,4,6
481,29,HS-grad,Other-service,144000,0.0,4,9
482,25,HS-grad,Sales,189000,0.0,5,8
483,39,Some-college,Exec-managerial,178000,0.0,5,9
485,72,Bachelors,Prof-specialty,176000,0.0,3,3
486,59,Bachelors,Exec-managerial,190000,0.5,4,8
487,81,Doctorate,Other-service,171000,0.6,4,8
488,57,HS-grad,Adm-clerical,185000,0.1,4,7
489,45,Bachelors,Prof-specialty,164000,0.7,5,9
490,63,Some-college,Exec-managerial,182000,0.8,4,7
492,26,HS-grad,Handlers-cleaners,156145,0.928,4,7
493,80,Some-college,Exec-managerial,168492,0.176,2,4
494,75,Masters,Adm-clerical,169915,0.913,3,8
497,72,Bachelors,Prof-specialty,169235,0.083,1,1
498,38,HS-grad,Other-service,151235,0.394,4,5
499,85,Some-college,Exec-managerial,196451,0.125,3,6
500,59,Masters,Adm-clerical,199999,0.938,5,10
501,43,HS-grad,Other-service,15000,0.115,2,5
502,52,Bachelors,Exec-managerial,170000,0.983,4,8
503,25,Some-college,Adm-clerical,195000,0.021,3,3
504,74,Masters,Prof-specialty,185000,0.964,1,9
505,68,HS-grad,Craft-repair,168000,0.514,2,6
506,39,Doctorate,Other-service,191000,0.398,4,7
507,89,Some-college,Sales,153000,0.191,2,2
508,61,HS-grad,Machine-op-inspct,179000,0.849,3,5
510,67,Some-college,Prof-specialty,174000,0.623,2,4
511,52,HS-grad,Prof-specialty,19991,0.109,2,8
512,82,Masters,Exec-managerial,191981,0.113,4,9
514,63,Bachelors,Prof-specialty,193611,0.135,3,8
515,38,HS-grad,Adm-clerical,199811,0.099,4,7
516,75,Doctorate,Prof-specialty,183291,0.143,5,9
517,44,HS-grad,Other-service,191381,0.081,2,9
518,41,Some-college,Exec-managerial,197591,0.111,3,6
519,83,Bachelors,Prof-specialty,191831,0.138,2,8
520,60,Masters,Exec-managerial,175831,0.124,3,7
531,25,Some-college,Adm-clerical,142000,0.173,3,8
532,56,HS-grad,Prof-specialty,162000,0.855,5,5
533,68,Doctorate,Exec-managerial,168000,0.231,1,6
534,82,Bachelors,Exec-managerial,175000,0.495,3,6
535,86,Masters,Exec-managerial,173000,0.821,2,9
537,19,HS-grad,Sales,155000,0.941,4,8
540,85,HS-grad,Exec-managerial,182000,0.649,3,7
544,41,Bachelors,Prof-specialty,185000,0.985,4,9
545,63,HS-grad,Adm-clerical,15500,0.926,3,7
546,55,Doctorate,Sales,185000,0.001,5,4
548,58,Some-college,Exec-managerial,170000,0.822,3,3
549,70,Bachelors,Prof-specialty,195000,0.475,5,2
550,48,HS-grad,Other-service,17500,0.139,2,8
551,40,Bachelors,Sales,109500,0.175,1,3
552,30,HS-grad,Exec-managerial,157200,0.895,3,8
553,65,Doctorate,Handlers-cleaners,176400,0.135,4,9
554,55,Masters,Prof-specialty,151200,0.455,1,6
555,80,Some-college,Adm-clerical,172800,0.625,5,4
556,20,HS-grad,Tech-support,144000,0.395,1,1
557,70,Doctorate,Sales,169200,0.605,3,2
558,85,HS-grad,Other-service,190080,0.025,2,7
559,50,Masters,Exec-managerial,181440,0.995,4,9
560,60,Some-college,Prof-specialty,188160,0.485,2,5
561,35,Bachelors,Prof-specialty,110000,0.234,4,9
562,71,Some-college,Farming-fishing,187000,0.113,1,10
563,83,HS-grad,Adm-clerical,161000,0.643,3,4
564,92,Bachelors,Exec-managerial,180000,0.891,2,9
566,42,Doctorate,Healthcare-support,168000,0.542,3,5
567,25,HS-grad,Other-service,164000,0.761,2,6
568,59,Bachelors,Sales,151000,0.983,4,8
569,84,Bachelors,Exec-managerial,181000,0.191,1,2
570,39,Some-college,Adm-clerical,169000,0.436,5,3
571,67,Some-college,Other-service,19217,0.059,3,5
572,82,HS-grad,Adm-clerical,19657,0.528,2,6
573,44,Bachelors,Prof-specialty,15639,0.415,4,8
574,64,Doctorate,Exec-managerial,19432,0.195,4,7
575,29,HS-grad,Handlers-cleaners,17000,0.934,1,2
576,73,Masters,Exec-managerial,18023,0.175,5,10
577,48,Bachelors,Sales,16841,0.695,2,8
578,42,Some-college,Craft-repair,19213,0.118,3,3
579,60,Masters,Adm-clerical,16215,0.841,1,5
580,38,Doctorate,Prof-specialty,18655,0.419,5,6
581,34,Some-college,Prof-specialty,18400,0.127,4,8
582,41,HS-grad,Adm-clerical,15500,0.895,4,3
583,58,Doctorate,Exec-managerial,143000,0.312,5,9
584,72,Masters,Sales,18000,0.011,4,7
585,83,Some-college,Other-service,146000,0.853,2,2
586,90,HS-grad,Exec-managerial,162000,0.423,5,9
588,52,Some-college,Prof-specialty,151000,0.741,4,8
589,49,Bachelors,Other-service,181000,0.631,1,4
590,59,Doctorate,Adm-clerical,18600,0.151,5,6
591,35,Some-college,Other-service,32000,0.124,3,6
592,75,Bachelors,Prof-specialty,160000,0.951,2,6
594,27,HS-grad,Adm-clerical,15000,0.013,4,1
595,61,Doctorate,Exec-managerial,180000,0.415,4,5
596,82,Bachelors,Exec-managerial,170000,0.191,1,4
597,44,Some-college,Handlers-cleaners,22000,0.895,3,8
598,67,Masters,Exec-managerial,200000,0.669,3,7
600,85,Bachelors,Exec-managerial,140000,0.235,5,9
611,44,HS-grad,Adm-clerical,18200,0.177,2,5
612,72,Some-college,Prof-specialty,187000,0.994,5,4
613,56,HS-grad,Handlers-cleaners,19100,0.115,3,3
614,85,Masters,Exec-managerial,155000,0.528,1,2
615,21,Bachelors,Exec-managerial,192000,0.025,2,1
616,28,Some-college,Craft-repair,17600,0.951,5,8
617,76,Doctorate,Adm-clerical,187000,0.528,4,9
619,67,Masters,Prof-specialty,199000,0.528,2,2
620,82,Bachelors,Exec-managerial,18200,0.528,1,1
641,69,HS-grad,Adm-clerical,20000,0.129,1,7
642,34,Bachelors,Sales,192000,0.813,3,8
643,84,Masters,Exec-managerial,188000,0.442,5,3
644,87,Doctorate,Prof-specialty,194000,0.281,3,9
645,51,Some-college,Other-service,179000,0.654,5,1
646,22,HS-grad,Adm-clerical,183000,0.195,2,2
647,79,Bachelors,Exec-managerial,180000,0.625,4,6
648,39,Some-college,Craft-repair,155000,0.835,2,8
649,52,Some-college,Sales,198000,0.117,3,4
650,58,HS-grad,Other-service,160000,0.951,3,9
661,52,HS-grad,Adm-clerical,17600,0.118,3,9
662,77,Some-college,Handlers-cleaners,19069,0.913,3,8
663,51,HS-grad,Other-service,19633,0.425,2,10
664,26,Some-college,Prof-specialty,15797,0.111,3,1
665,70,Bachelors,Exec-managerial,18055,0.982,4,2
666,39,HS-grad,Sales,19913,0.654,4,9
667,29,Some-college,Adm-clerical,16316,0.955,3,5
669,44,HS-grad,Adm-clerical,17197,0.419,1,8
670,68,Bachelors,Prof-specialty,19161,0.693,2,6
672,85,Masters,Other-service,151000,0.813,3,6
673,48,Bachelors,Exec-managerial,144500,0.291,1,7
674,72,Some-college,Admin-clerical,19250,0.517,5,5
675,54,Doctorate,Prof-specialty,156500,0.911,5,9
676,64,Some-college,Other-service,159500,0.425,4,3
678,76,HS-grad,Handlers-cleaners,176000,0.219,3,1
679,58,Masters,Sales,174000,0.679,1,4
680,51,Doctorate,Exec-managerial,156500,0.631,4,6
681,69,HS-grad,Handlers-cleaners,17541,0.117,3,6
682,78,Masters,Prof-specialty,196219,0.901,4,6
683,46,HS-grad,Craft-repair,17677,0.145,1,7
684,83,Some-college,Other-service,198819,0.853,4,5
685,73,Doctorate,Exec-managerial,176667,0.511,4,3
686,44,Bachelors,Adm-clerical,183141,0.845,2,9
687,71,Some-college,Sales,159000,0.419,5,1
688,56,Some-college,Other-service,186100,0.231,4,7
689,81,Doctorate,Prof-specialty,185350,0.741,3,4
690,62,HS-grad,Handlers-cleaners,199995,0.195,2,2
751,35,Masters,Prof-specialty,50000,0.125,3,8
752,27,HS-grad,Adm-clerical,17000,0.531,4,8
754,28,Bachelors,Handlers-cleaners,20000,0.938,2,7
755,45,Bachelors,Machine-op-inspct,180000,0.281,4,4
758,75,Doctorate,Other-service,180000,0.0,5,5
759,56,Masters,Adm-clerical,20000,0.938,4,8
760,38,Bachelors,Prof-specialty,180000,0.125,3,6
762,75,Doctorate,Prof-specialty,153000,0.926,4,9
763,81,HS-grad,Craft-repair,182000,0.235,3,6
764,67,Bachelors,Exec-managerial,186000,0.115,3,9
765,48,Masters,Prof-specialty,192000,0.983,2,3
766,28,HS-grad,Handlers-cleaners,157000,0.695,1,2
767,83,Some-college,Exec-managerial,196000,0.563,5,7
768,31,Bachelors,Other-service,182000,0.421,2,5
769,71,Doctorate,Sales,197000,0.219,5,6
770,61,Some-college,Adm-clerical,175000,0.956,3,4
772,81,Some-college,Handlers-cleaners,187000,0.516,3,7
773,43,Masters,Prof-specialty,163000,0.945,5,4
774,29,Doctorate,Exec-managerial,152000,0.113,5,6
775,82,HS-grad,Other-service,180000,0.629,5,6
776,67,Some-college,Prof-specialty,158000,0.216,1,7
777,38,Bachelors,Exec-managerial,141000,0.493,4,7
778,72,Bachelors,Exec-managerial,184000,0.835,3,6
779,46,Some-college,Adm-clerical,170000,0.382,1,7
780,59,HS-grad,Exec-managerial,144000,0.517,5,8
791,25,Doctorate,Prof-specialty,118700,0.117,5,8
792,39,Masters,Other-service,156700,0.113,2,2
793,72,HS-grad,Exec-managerial,151700,0.121,3,6
794,57,HS-grad,Prof-specialty,171700,0.114,1,4
795,31,HS-grad,Handlers-cleaners,161800,0.101,2,6
796,46,HS-grad,Adm-clerical,145800,0.112,3,7
797,88,HS-grad,Other-service,143900,0.115,2,8
798,27,HS-grad,Prof-specialty,175700,0.103,4,2
799,49,HS-grad,Exec-managerial,191400,0.122,2,5
800,85,Doctorate,Prof-specialty,186300,0.101,1,8
801,82,HS-grad,Exec-managerial,180000,0.157,4,7
802,26,Some-college,Handlers-cleaners,15500,0.741,2,3
803,63,Masters,Prof-specialty,195000,0.017,3,9
804,35,Some-college,Adm-clerical,15800,0.941,5,4
805,89,Doctorate,Craft-repair,175000,0.911,2,1
806,29,Bachelors,Other-service,15000,0.235,1,5
808,67,HS-grad,Sales,16500,0.669,3,8
809,41,Some-college,Prof-specialty,18100,0.457,5,6
810,70,Doctorate,Adm-clerical,16000,0.011,3,9
811,38,HS-grad,Other-service,19331,0.444,3,4
812,70,Bachelors,Prof-specialty,187119,0.931,3,8
813,20,HS-grad,Adm-clerical,18539,0.109,5,1
814,59,Some-college,Exec-managerial,157639,0.623,2,5
815,84,Doctorate,Prof-specialty,196215,0.998,1,10
816,53,Masters,Exec-managerial,159919,0.475,4,2
817,22,Some-college,Handlers-cleaners,15819,0.858,4,8
818,67,HS-grad,Other-service,16581,0.142,5,4
819,80,Bachelors,Prof-specialty,199999,0.511,4,9
820,31,Masters,Exec-managerial,187279,0.946,3,5
831,28,Some-college,Prof-specialty,18300,0.235,4,6
832,38,HS-grad,Other-service,15600,0.625,4,3
833,66,HS-grad,Adm-clerical,19000,0.875,5,6
834,47,Masters,Exec-managerial,18800,0.125,3,7
835,75,HS-grad,Handlers-cleaners,19500,0.375,2,6
836,55,Bachelors,Prof-specialty,18200,0.875,4,9
837,63,Bachelors,Exec-managerial,19500,0.312,3,7
838,29,Bachelors,Other-service,19100,0.375,5,2
839,71,HS-grad,Prof-specialty,19400,0.625,2,6
840,85,Doctorate,Exec-managerial,15100,0.125,4,8
841,45,Some-college,Adm-clerical,135000,0.059,2,7
843,56,HS-grad,Sales,175000,0.219,3,6
844,63,Doctorate,Exec-managerial,165000,0.751,5,8
845,75,Masters,Prof-specialty,190000,0.428,2,5
846,22,Some-college,Other-service,170000,0.194,1,3
847,39,HS-grad,Handlers-cleaners,185000,0.821,3,9
848,52,Bachelors,Adm-clerical,160000,0.516,4,6
849,82,HS-grad,Exec-managerial,180000,0.939,2,7
850,44,Some-college,Tech-support,155000,0.637,1,4
861,38,Masters,Exec-managerial,166250,0.625,2,8
862,71,Bachelors,Prof-specialty,181500,0.121,1,7
863,41,HS-grad,Other-service,144500,0.994,3,4
864,22,Some-college,Adm-clerical,166250,0.421,5,9
865,63,Doctorate,Prof-specialty,176000,0.855,2,6
866,27,HS-grad,Handlers-cleaners,162000,0.319,4,3
867,49,Bachelors,Other-service,175500,0.596,3,8
868,59,Some-college,Exec-managerial,181000,0.513,1,5
869,85,Masters,Prof-specialty,200000,0.964,4,2
870,53,HS-grad,Adm-clerical,162500,0.738,2,6
871,42,HS-grad,Prof-specialty,17500,0.118,3,5
872,38,Some-college,Exec-managerial,188000,0.419,2,8
873,68,Bachelors,Handlers-cleaners,173000,0.895,5,6
874,59,Masters,Adm-clerical,159000,0.623,4,9
875,21,Doctorate,Craft-repair,179000,0.117,1,2
876,74,Some-college,Prof-specialty,184000,0.841,3,5
877,64,HS-grad,Exec-managerial,190000,0.357,4,10
878,46,Masters,Other-service,166000,0.695,2,4
879,67,HS-grad,Adm-clerical,155000,0.269,3,9
881,68,Doctorate,Exec-managerial,198000,0.175,4,7
882,43,Some-college,Handlers-cleaners,180000,0.475,5,6
883,51,Masters,Adm-clerical,197000,0.875,2,4
884,73,HS-grad,Prof-specialty,185000,0.625,3,8
885,62,Some-college,Adm-clerical,175000,0.525,1,5
886,84,Doctorate,Exec-managerial,190000,0.35,5,9
887,46,HS-grad,Other-service,160000,0.425,2,7
888,91,Bachelors,Prof-specialty,199000,0.925,1,6
889,67,Some-college,Adm-clerical,165000,0.075,3,9
890,59,Masters,Exec-managerial,182000,0.65,5,1
893,25,Some-college,Exec-managerial,152000,0.542,4,6
894,61,Doctorate,Adm-clerical,156000,0.019,2,3
895,36,HS-grad,Other-service,172000,0.627,1,8
896,68,Masters,Prof-specialty,190000,0.311,5,7
897,39,Bachelors,Exec-managerial,155000,0.851,2,5
898,85,HS-grad,Handlers-cleaners,168000,0.456,5,3
899,19,Some-college,Adm-clerical,177000,0.923,3,10
900,41,Doctorate,Prof-specialty,186000,0.278,2,2
901,44,Bachelors,Prof-specialty,120000,0.127,4,8
902,24,HS-grad,Adm-clerical,17000,0.235,4,2
903,61,Some-college,Misc-prof,170000,0.421,4,9
904,46,Some-college,Craft-repair,200000,0.195,3,3
905,83,Doctorate,Exec-managerial,180000,0.876,1,9
906,72,Masters,Prof-specialty,140000,0.528,5,1
907,55,Bachelors,Prof-specialty,150000,0.842,2,3
908,41,Masters,Prof-specialty,200000,0.109,3,4
909,85,Masters,Exec-managerial,160000,0.761,2,8
911,43,HS-grad,Other-service,17600,0.124,3,8
912,59,Bachelors,Exec-managerial,188230,0.517,4,9
913,78,Doctorate,Adm-clerical,164190,0.998,5,5
914,69,Some-college,Prof-specialty,191100,0.351,2,6
915,25,HS-grad,Handlers-cleaners,19150,0.419,3,3
916,51,Masters,Craft-repair,183110,0.193,5,8
917,83,HS-grad,Other-service,186450,0.845,1,9
918,42,Doctorate,Prof-specialty,192900,0.115,2,5
919,66,Some-college,Adm-clerical,151600,0.956,1,4
931,35,HS-grad,Other-service,16800,0.215,2,4
932,63,Masters,Prof-specialty,195000,0.628,3,9
933,75,Bachelors,Exec-managerial,172000,0.083,1,7
934,82,Doctorate,Prof-specialty,198000,0.542,5,6
935,29,Some-college,Handlers-cleaners,16200,0.983,4,8
936,78,Bachelors,Prof-specialty,151000,0.157,2,3
