id,age,education,occupation,income,mobility,health,life_quality
170,83,Bachelors,Adm-clerical,200000,0.000,1,1
172,18,Masters,Exec-managerial,15000,0.520,4,1
173,90,Some-college,Adm-clerical,15000,0.000,4,10
174,75,HS-grad,Prof-specialty,15000,0.000,3,1
176,90,Doctorate,Craft-repair,15000,1.000,1,10
177,90,HS-grad,Adm-clerical,15000,1.000,5,8
178,90,Masters,Exec-managerial,200000,0.000,5,10
179,18,Some-college,Prof-specialty,15000,0.000,5,10
180,90,HS-grad,Tech-support,200000,1.000,1,10
202,77,Some-college,Adm-clerical,15000,0.686,5,10
203,18,Bachelors,Prof-specialty,200000,1.000,2,10
204,90,Doctorate,Exec-managerial,190295,1.000,2,1
205,18,Some-college,Sales,200000,1.000,5,1
206,90,HS-grad,Other-service,15000,0.205,1,1
207,90,Some-college,Prof-specialty,92276,1.000,1,10
208,90,Bachelors,Adm-clerical,200000,0.546,1,1
209,34,Bachelors,Prof-specialty,63544,0.000,2,10
210,34,HS-grad,Handlers-cleaners,200000,0.175,5,10
211,18,Masters,Exec-managerial,200000,1.000,4,1
212,18,HS-grad,Adm-clerical,139154,0.000,1,4
213,18,Bachelors,Sales,200000,1.000,4,10
215,23,Some-college,Other-service,15000,1.000,2,9
216,18,HS-grad,Craft-repair,84929,0.164,1,1
217,18,Prof-specialty,Exec-managerial,15000,0.000,1,1
218,18,Masters,Handlers-cleaners,15000,1.000,5,1
219,18,Bachelors,Prof-specialty,200000,0.926,5,1
220,18,Doctorate,Tech-support,107998,1.000,2,1
244,18,HS-grad,Sales,15000,0.253,1,1
247,90,HS-grad,Other-service,15000,0.000,5,1
250,90,Masters,Other-service,15000,0.010,5,10
251,18,HS-grad,Exec-managerial,200000,0.853,5,10
252,90,Some-college,Prof-specialty,111305,0.000,5,1
254,18,Doctorate,Exec-managerial,15000,0.000,2,10
255,18,Bachelors,Handlers-cleaners,200000,0.045,1,10
256,90,HS-grad,Prof-specialty,200000,0.669,4,1
260,31,Bachelors,Handlers-cleaners,200000,0.000,1,2
271,90,HS-grad,Adm-clerical,200000,1.000,4,10
272,18,HS-grad,Other-service,15000,0.465,5,10
273,84,Bachelors,Exec-managerial,15000,0.000,4,10
274,18,Masters,Adm-clerical,15000,0.860,5,10
275,90,Doctorate,Prof-specialty,200000,0.000,5,7
276,77,HS-grad,Other-service,15000,0.792,5,1
278,18,Some-college,Sales,131944,0.000,5,10
280,90,Masters,Prof-specialty,200000,1.000,4,1
283,90,Bachelors,Exec-managerial,200000,0.870,5,10
284,90,Doctorate,Sales,200000,1.000,3,1
286,18,Masters,Other-service,200000,0.997,2,7
287,90,HS-grad,Craft-repair,200000,1.000,3,10
288,90,Some-college,Exec-managerial,200000,0.000,1,7
289,18,HS-grad,Tech-support,15000,1.000,1,1
312,90,HS-grad,Adm-clerical,15000,0.000,2,10
314,18,Bachelors,Exec-managerial,15000,1.000,1,4
315,90,Doctorate,Prof-specialty,200000,1.000,1,10
316,90,Some-college,Craft-repair,58304,0.855,4,9
317,90,HS-grad,Tech-support,200000,0.000,5,1
318,90,Bachelors,Other-service,200000,1.000,5,1
319,18,Masters,Prof-specialty,15000,1.000,1,2
320,90,Doctorate,Exec-managerial,15000,0.000,1,10
331,55,Bachelors,Prof-specialty,141855,1.000,5,10
332,18,Doctorate,Exec-managerial,15000,0.401,5,10
333,18,Some-college,Other-service,15000,1.000,5,1
334,90,Bachelors,Adm-clerical,200000,1.000,5,1
335,90,HS-grad,Handlers-cleaners,51048,0.000,1,6
336,52,Doctorate,Prof-specialty,15000,0.823,5,1
337,18,Some-college,Other-service,15000,0.000,5,10
338,85,Bachelors,Exec-managerial,15000,0.609,1,10
339,90,Doctorate,Prof-specialty,15000,0.566,1,10
340,18,HS-grad,Sales,200000,0.682,1,8
341,18,HS-grad,Other-service,81188,0.339,1,10
342,18,Bachelors,Prof-specialty,49563,1.000,5,5
344,90,Doctorate,Exec-managerial,200000,0.000,1,10
345,18,Some-college,Adm-clerical,78554,0.000,1,1
346,18,HS-grad,Other-service,200000,1.000,5,1
347,24,Masters,Prof-specialty,15000,0.000,5,7
348,90,HS-grad,Sales,86733,1.000,5,5
349,18,Some-college,Exec-managerial,200000,0.000,1,6
350,90,Bachelors,Adm-clerical,15000,0.513,5,1
351,90,HS-grad,Craft-repair,15000,0.367,1,1
352,90,Masters,Prof-specialty,200000,1.000,2,10
353,83,Doctorate,Handlers-cleaners,113078,0.030,5,4
354,18,Some-college,Other-service,15000,0.000,5,1
355,18,HS-grad,Adm-clerical,200000,1.000,1,1
356,18,Some-college,Exec-managerial,200000,0.000,5,6
357,18,HS-grad,Machine-op-inspct,175109,0.000,5,10
358,18,Doctorate,Tech-support,170718,0.444,1,1
359,90,Some-college,Other-service,135975,0.287,1,1
360,18,Bachelors,Prof-specialty,15000,0.704,5,10
371,18,HS-grad,Adm-clerical,130819,0.000,1,1
372,90,Bachelors,Exec-managerial,97491,1.000,1,10
373,18,Doctorate,Prof-specialty,200000,0.933,4,9
374,90,Masters,Other-service,200000,1.000,1,1
375,71,HS-grad,Handlers-cleaners,15000,0.757,1,10
376,18,Some-college,Exec-managerial,200000,1.000,1,10
377,90,HS-grad,Exec-managerial,193945,1.000,4,8
378,18,Doctorate,Prof-specialty,15000,1.000,1,1
379,18,HS-grad,Other-service,15000,0.000,5,1
380,90,Doctorate,Prof-specialty,200000,0.000,5,1
391,90,HS-grad,Adm-clerical,15000,0.811,5,10
392,25,Some-college,Sales,15000,1.000,4,1
393,18,Masters,Exec-managerial,15000,1.000,1,1
394,90,Doctorate,Prof-specialty,15000,1.000,5,1
396,86,Bachelors,Exec-managerial,200000,1.000,1,1
397,47,HS-grad,Adm-clerical,200000,0.119,3,10
399,18,Some-college,Prof-specialty,200000,1.000,1,1
400,18,Masters,Exec-managerial,200000,1.000,1,1
401,18,HS-grad,Other-service,200000,0.557,5,1
402,42,Bachelors,Exec-managerial,157848,1.000,5,10
403,18,Some-college,Adm-clerical,15000,0.417,5,10
404,90,Masters,Prof-specialty,200000,1.000,1,1
405,74,HS-grad,Handlers-cleaners,200000,0.000,3,10
406,90,Masters,Exec-managerial,34766,1.000,1,10
407,18,Doctorate,Sales,200000,0.000,5,1
409,18,Doctorate,Prof-specialty,200000,0.227,1,10
410,18,Some-college,Craft-repair,15000,1.000,4,1
411,90,Bachelors,Prof-specialty,15000,1.000,1,1
412,18,HS-grad,Other-service,124412,1.000,2,1
413,90,Bachelors,Adm-clerical,15000,0.000,1,1
414,90,Masters,Exec-managerial,15000,0.000,5,10
415,90,Some-college,Handlers-cleaners,200000,1.000,1,1
416,18,HS-grad,Adm-clerical,63753,0.000,5,3
417,90,Doctorate,Exec-managerial,15000,0.000,5,1
418,90,HS-grad,Sales,200000,0.000,5,1
419,90,Bachelors,Prof-specialty,200000,1.000,5,1
420,18,Doctorate,Prof-specialty,200000,1.000,5,10
422,90,Masters,Exec-managerial,200000,1.000,4,1
423,90,Some-college,Prof-specialty,15000,1.000,3,1
425,18,HS-grad,Other-service,15000,1.000,4,1
426,90,HS-grad,Adm-clerical,200000,0.000,1,1
427,18,Bachelors,Other-service,200000,0.384,3,1
428,18,Some-college,Exec-managerial,200000,1.000,2,10
429,18,Doctorate,Exec-managerial,200000,1.000,1,10
430,18,HS-grad,Exec-managerial,15000,0.000,5,5
431,90,HS-grad,Other-service,200000,1.000,1,1
432,90,Some-college,Sales,15000,0.511,1,1
433,90,Bachelors,Exec-managerial,15000,1.000,5,1
435,90,Masters,Admin-clerical,150008,1.000,1,1
436,90,HS-grad,Adm-clerical,15000,1.000,2,1
437,54,Doctorate,Other-service,15000,0.756,1,1
438,18,Some-college,Exec-managerial,122400,1.000,5,2
439,23,Bachelors,Prof-specialty,15000,1.000,1,1
440,18,HS-grad,Sales,15000,1.000,1,9
442,90,Some-college,Other-service,200000,0.000,1,10
444,70,Doctorate,Prof-specialty,170086,0.000,5,1
445,90,Some-college,Adm-clerical,15000,0.262,3,1
446,18,HS-grad,Handlers-cleaners,15000,1.000,5,3
447,54,HS-grad,Craft-repair,200000,0.871,4,1
448,18,Some-college,Prof-specialty,157432,0.000,1,1
449,90,Some-college,Other-service,15000,1.000,1,10
450,18,Masters,Exec-managerial,15000,1.000,1,1
451,18,HS-grad,Adm-clerical,15000,0.000,1,10
453,90,Doctorate,Exec-managerial,22748,0.783,4,1
454,44,Some-college,Other-service,200000,1.000,2,10
455,60,HS-grad,Other-service,200000,0.000,5,1
456,18,Some-college,Handlers-cleaners,15000,0.000,2,10
457,90,HS-grad,Exec-managerial,15000,0.000,1,10
458,18,Doctorate,Adm-clerical,15000,1.000,4,10
459,90,Some-college,Prof-specialty,144383,1.000,2,5
460,90,Bachelors,Other-service,15000,0.886,1,10
471,18,HS-grad,Other-service,200000,0.258,1,10
472,90,Some-college,Sales,200000,0.000,1,1
473,43,Bachelors,Exec-managerial,200000,1.000,5,1
474,18,Doctorate,Prof-specialty,15000,0.000,3,10
475,90,Some-college,Handlers-cleaners,200000,1.000,5,1
476,18,HS-grad,Machine-op-inspct,183815,1.000,5,1
477,90,Some-college,Adm-clerical,15000,0.000,2,10
478,18,HS-grad,Craft-repair,200000,1.000,1,10
479,90,HS-grad,Exec-managerial,50874,0.000,5,10
481,18,HS-grad,Other-service,200000,0.418,1,8
482,18,HS-grad,Sales,200000,0.000,5,1
483,90,Some-college,Exec-managerial,200000,0.000,3,10
485,90,Bachelors,Prof-specialty,41529,1.000,1,10
486,90,Bachelors,Exec-managerial,200000,1.000,4,10
487,46,Doctorate,Other-service,200000,0.000,1,10
488,42,HS-grad,Adm-clerical,75975,0.000,5,10
489,18,Bachelors,Prof-specialty,15000,1.000,5,10
490,79,Some-college,Exec-managerial,200000,0.000,5,4
492,61,HS-grad,Handlers-cleaners,200000,1.000,5,1
493,43,Some-college,Exec-managerial,15000,0.000,5,1
494,90,Masters,Adm-clerical,15000,1.000,5,7
497,18,Bachelors,Prof-specialty,200000,0.207,1,10
498,18,HS-grad,Other-service,200000,0.000,1,10
499,18,Some-college,Exec-managerial,200000,1.000,1,6
500,90,Masters,Adm-clerical,200000,1.000,5,10
501,18,HS-grad,Other-service,15000,0.949,5,1
502,18,Bachelors,Exec-managerial,15000,1.000,1,10
503,78,Some-college,Adm-clerical,200000,0.000,5,1
504,90,Masters,Prof-specialty,15000,0.775,1,6
505,29,HS-grad,Craft-repair,200000,0.000,1,1
506,18,Doctorate,Other-service,164353,0.000,1,10
507,80,Some-college,Sales,200000,1.000,1,5
508,21,HS-grad,Machine-op-inspct,15000,1.000,3,10
510,18,Some-college,Prof-specialty,200000,0.000,1,3
511,90,HS-grad,Prof-specialty,15000,1.000,1,1
512,55,Masters,Exec-managerial,15000,0.000,5,10
514,18,Bachelors,Prof-specialty,159823,0.000,5,10
515,18,HS-grad,Adm-clerical,15000,1.000,4,1
516,90,Doctorate,Prof-specialty,200000,0.000,5,1
517,90,HS-grad,Other-service,200000,0.000,2,9
518,51,Some-college,Exec-managerial,15000,0.000,3,10
519,90,Bachelors,Prof-specialty,200000,0.000,1,1
520,90,Masters,Exec-managerial,200000,0.000,1,1
531,18,Some-college,Adm-clerical,200000,0.000,1,8
532,18,HS-grad,Prof-specialty,15000,1.000,5,10
533,90,Doctorate,Exec-managerial,195847,0.000,4,1
534,90,Bachelors,Exec-managerial,127028,0.000,3,1
535,18,Masters,Exec-managerial,200000,1.000,1,10
537,69,HS-grad,Sales,15000,1.000,5,10
540,90,HS-grad,Exec-managerial,57917,1.000,5,1
544,18,Bachelors,Prof-specialty,15000,1.000,1,10
545,18,HS-grad,Adm-clerical,15000,0.000,3,1
546,90,Doctorate,Sales,15000,0.364,5,1
548,18,Some-college,Exec-managerial,200000,1.000,1,1
549,90,Bachelors,Prof-specialty,187157,1.000,4,10
550,71,HS-grad,Other-service,200000,0.000,1,10
551,32,Bachelors,Sales,200000,1.000,1,10
552,18,HS-grad,Exec-managerial,169798,1.000,1,1
553,18,Doctorate,Handlers-cleaners,15000,0.000,1,10
554,27,Masters,Prof-specialty,15000,0.216,1,10
555,90,Some-college,Adm-clerical,15000,0.000,5,1
556,90,HS-grad,Tech-support,200000,1.000,1,1
557,90,Doctorate,Sales,200000,0.000,1,1
558,52,HS-grad,Other-service,161393,0.000,2,1
559,90,Masters,Exec-managerial,15000,0.987,1,1
560,67,Some-college,Prof-specialty,73607,0.000,4,1
561,90,Bachelors,Prof-specialty,15000,0.000,5,10
562,90,Some-college,Farming-fishing,81998,1.000,1,10
563,90,HS-grad,Adm-clerical,200000,0.270,5,10
564,90,Bachelors,Exec-managerial,15000,1.000,5,10
566,90,Doctorate,Healthcare-support,48382,0.922,1,1
567,18,HS-grad,Other-service,15000,1.000,5,10
568,90,Bachelors,Sales,15000,1.000,5,10
569,18,Bachelors,Exec-managerial,80408,1.000,5,10
570,90,Some-college,Adm-clerical,15000,0.000,1,1
571,90,Some-college,Other-service,15000,1.000,5,10
572,90,HS-grad,Adm-clerical,200000,0.226,5,1
573,60,Bachelors,Prof-specialty,200000,0.000,5,5
574,18,Doctorate,Exec-managerial,15000,1.000,1,1
575,46,HS-grad,Handlers-cleaners,15000,0.000,5,7
576,90,Masters,Exec-managerial,200000,0.000,1,10
577,90,Bachelors,Sales,200000,0.000,5,1
579,89,Masters,Adm-clerical,200000,0.000,3,1
580,18,Doctorate,Prof-specialty,200000,0.000,5,8
581,90,Some-college,Prof-specialty,15000,1.000,5,10
582,18,HS-grad,Adm-clerical,167110,0.000,5,1
583,90,Doctorate,Exec-managerial,79814,0.000,5,10
584,90,Masters,Sales,95992,1.000,1,10
585,90,Some-college,Other-service,15000,1.000,5,1
586,18,HS-grad,Exec-managerial,200000,0.000,5,1
588,75,Some-college,Prof-specialty,132709,1.000,1,1
589,90,Bachelors,Other-service,200000,0.294,1,2
590,74,Doctorate,Adm-clerical,200000,1.000,2,1
591,90,Some-college,Other-service,200000,0.000,1,10
592,90,Bachelors,Prof-specialty,200000,0.000,2,10
594,52,HS-grad,Adm-clerical,200000,0.000,1,1
595,53,Doctorate,Exec-managerial,200000,0.000,5,10
596,90,Bachelors,Exec-managerial,200000,0.000,5,1
597,90,Some-college,Handlers-cleaners,15000,1.000,5,1
598,18,Masters,Exec-managerial,200000,1.000,3,1
600,90,Bachelors,Exec-managerial,200000,0.575,5,1
611,18,HS-grad,Adm-clerical,15000,0.000,1,10
612,90,Some-college,Prof-specialty,200000,0.000,1,1
613,18,HS-grad,Handlers-cleaners,15000,1.000,2,10
614,62,Masters,Exec-managerial,137613,1.000,5,10
615,18,Bachelors,Exec-managerial,131364,0.000,1,1
616,18,Some-college,Craft-repair,15000,0.000,1,10
617,18,Doctorate,Adm-clerical,15000,0.078,1,1
619,90,Masters,Prof-specialty,15000,0.252,1,5
620,90,Bachelors,Exec-managerial,15000,0.688,1,10
641,73,HS-grad,Adm-clerical,15000,0.812,1,10
642,18,Bachelors,Sales,184069,1.000,1,10
643,75,Masters,Exec-managerial,200000,0.000,5,10
644,70,Doctorate,Prof-specialty,50362,1.000,2,10
645,50,Some-college,Other-service,200000,0.068,4,4
646,18,HS-grad,Adm-clerical,15000,0.000,5,1
647,90,Bachelors,Exec-managerial,200000,1.000,5,10
648,18,Some-college,Craft-repair,15000,0.802,5,1
649,90,Some-college,Sales,15000,0.000,5,10
650,35,HS-grad,Other-service,15000,0.000,5,1
661,90,HS-grad,Adm-clerical,200000,1.000,5,1
662,18,Some-college,Handlers-cleaners,15000,0.670,5,1
663,18,HS-grad,Other-service,15000,0.000,1,10
664,90,Some-college,Prof-specialty,200000,0.000,5,10
665,18,Bachelors,Exec-managerial,15000,1.000,1,10
666,18,HS-grad,Sales,15000,1.000,4,6
667,18,Some-college,Adm-clerical,17820,1.000,4,10
669,90,HS-grad,Adm-clerical,200000,1.000,1,10
670,18,Bachelors,Prof-specialty,15000,0.000,5,10
672,90,Masters,Other-service,200000,0.921,1,1
673,18,Bachelors,Exec-managerial,15000,0.119,1,1
674,30,Some-college,Admin-clerical,15000,1.000,5,4
675,90,Doctorate,Prof-specialty,15000,0.000,5,10
676,90,Some-college,Other-service,200000,0.000,5,1
678,90,HS-grad,Handlers-cleaners,200000,1.000,5,1
679,18,Masters,Sales,15000,1.000,1,10
680,90,Doctorate,Exec-managerial,200000,1.000,5,10
681,56,HS-grad,Handlers-cleaners,15000,0.556,5,4
682,90,Masters,Prof-specialty,200000,1.000,1,1
683,18,HS-grad,Craft-repair,200000,0.000,1,10
684,18,Some-college,Other-service,200000,0.485,5,6
685,79,Doctorate,Exec-managerial,200000,0.450,1,1
686,18,Bachelors,Adm-clerical,200000,1.000,5,1
687,65,Some-college,Sales,15000,0.000,1,1
688,18,Some-college,Other-service,200000,0.095,3,1
689,90,Doctorate,Prof-specialty,15000,0.387,5,8
690,18,HS-grad,Handlers-cleaners,200000,0.000,5,10
751,84,Masters,Prof-specialty,200000,0.000,1,10
752,90,HS-grad,Adm-clerical,57692,0.024,1,1
754,90,Bachelors,Handlers-cleaners,15000,0.000,1,10
755,18,Bachelors,Machine-op-inspct,200000,0.000,5,10
758,18,Doctorate,Other-service,200000,1.000,1,10
759,18,Masters,Adm-clerical,200000,0.079,5,1
760,68,Bachelors,Prof-specialty,200000,1.000,5,1
762,90,Doctorate,Prof-specialty,15000,1.000,3,10
763,18,HS-grad,Craft-repair,200000,0.690,1,10
764,84,Bachelors,Exec-managerial,90186,0.000,4,10
765,18,Masters,Prof-specialty,15000,1.000,5,4
766,18,HS-grad,Handlers-cleaners,200000,1.000,3,9
767,90,Some-college,Exec-managerial,49234,0.000,5,1
768,82,Bachelors,Other-service,131814,1.000,5,4
769,90,Doctorate,Sales,200000,0.000,5,1
770,90,Some-college,Adm-clerical,81368,1.000,5,10
772,18,Some-college,Handlers-cleaners,200000,0.000,5,9
773,18,Masters,Prof-specialty,15000,0.213,5,10
774,90,Doctorate,Exec-managerial,15000,1.000,1,1
775,90,HS-grad,Other-service,200000,0.000,2,10
776,18,Some-college,Prof-specialty,25449,0.819,5,1
777,18,Bachelors,Exec-managerial,200000,0.682,5,2
778,90,Bachelors,Exec-managerial,200000,0.235,3,1
779,90,Some-college,Adm-clerical,15000,0.000,1,1
780,18,HS-grad,Exec-managerial,194412,0.000,1,10
791,90,Doctorate,Prof-specialty,15000,1.000,5,1
792,18,Masters,Other-service,160421,0.000,1,10
793,90,HS-grad,Exec-managerial,15000,1.000,5,3
794,18,HS-grad,Prof-specialty,200000,0.000,5,10
795,18,HS-grad,Handlers-cleaners,144415,0.195,1,9
796,19,HS-grad,Adm-clerical,15000,0.000,5,10
797,90,HS-grad,Other-service,132684,0.000,1,4
798,37,HS-grad,Prof-specialty,15000,0.000,1,10
799,50,HS-grad,Exec-managerial,200000,0.000,3,10
801,90,HS-grad,Exec-managerial,15000,0.000,1,1
802,18,Some-college,Handlers-cleaners,200000,1.000,5,1
803,90,Masters,Prof-specialty,15000,1.000,5,10
804,18,Some-college,Adm-clerical,200000,0.447,5,10
805,73,Doctorate,Craft-repair,200000,0.010,5,1
806,22,Bachelors,Other-service,15000,1.000,1,10
808,18,HS-grad,Sales,200000,0.000,5,1
809,18,Some-college,Prof-specialty,46966,0.233,5,10
810,90,Doctorate,Adm-clerical,15000,0.000,2,10
811,18,HS-grad,Other-service,200000,0.000,3,1
812,90,Bachelors,Prof-specialty,200000,0.715,1,1
813,18,HS-grad,Adm-clerical,15000,1.000,4,1
814,18,Some-college,Exec-managerial,15000,1.000,3,1
815,90,Doctorate,Prof-specialty,200000,0.000,5,10
816,18,Masters,Exec-managerial,127411,0.963,5,10
817,18,Some-college,Handlers-cleaners,15000,0.000,5,7
818,18,HS-grad,Other-service,200000,1.000,1,10
819,90,Bachelors,Prof-specialty,200000,0.513,1,7
820,67,Masters,Exec-managerial,15000,0.806,1,1
831,18,Some-college,Prof-specialty,200000,0.000,5,5
832,82,HS-grad,Other-service,200000,1.000,5,3
833,37,HS-grad,Adm-clerical,200000,0.000,1,10
834,18,Masters,Exec-managerial,15000,0.000,1,10
835,90,HS-grad,Handlers-cleaners,200000,0.000,5,1
836,66,Bachelors,Prof-specialty,15000,0.073,5,10
837,90,Bachelors,Exec-managerial,200000,0.000,1,9
838,18,Bachelors,Other-service,200000,0.000,5,3
839,90,HS-grad,Prof-specialty,200000,0.000,1,10
840,90,Doctorate,Exec-managerial,200000,1.000,5,1
841,18,Some-college,Adm-clerical,15000,0.000,1,1
843,76,HS-grad,Sales,200000,0.576,5,10
844,18,Doctorate,Exec-managerial,15000,1.000,1,10
845,60,Masters,Prof-specialty,15000,0.000,5,1
846,90,Some-college,Other-service,15000,0.000,4,6
847,90,HS-grad,Handlers-cleaners,161538,1.000,5,10
848,84,Bachelors,Adm-clerical,200000,0.162,5,1
849,18,HS-grad,Exec-managerial,15000,1.000,2,10
850,18,Some-college,Tech-support,15000,0.000,2,4
861,18,Masters,Exec-managerial,200000,1.000,4,10
862,90,Bachelors,Prof-specialty,15000,1.000,5,10
863,90,HS-grad,Other-service,15000,0.000,1,1
864,18,Some-college,Adm-clerical,68986,1.000,5,1
865,18,Doctorate,Prof-specialty,31612,0.000,1,10
866,18,HS-grad,Handlers-cleaners,102955,1.000,5,1
867,18,Bachelors,Other-service,200000,0.000,5,10
868,18,Some-college,Exec-managerial,200000,0.000,1,3
869,18,Masters,Prof-specialty,200000,0.000,1,10
870,25,HS-grad,Adm-clerical,34768,1.000,5,1
871,21,HS-grad,Prof-specialty,200000,0.000,1,10
872,18,Some-college,Exec-managerial,200000,0.830,1,10
873,90,Bachelors,Handlers-cleaners,191012,0.715,1,10
874,90,Masters,Adm-clerical,15000,0.000,5,6
875,90,Doctorate,Craft-repair,15000,0.000,2,1
876,18,Some-college,Prof-specialty,200000,1.000,5,1
877,90,HS-grad,Exec-managerial,15000,0.725,5,1
878,18,Masters,Other-service,15000,1.000,5,10
879,18,HS-grad,Adm-clerical,200000,1.000,1,5
881,18,Doctorate,Exec-managerial,15000,0.000,5,10
882,41,Some-college,Handlers-cleaners,200000,0.000,5,1
883,18,Masters,Adm-clerical,200000,1.000,1,6
884,90,HS-grad,Prof-specialty,200000,0.303,1,10
885,67,Some-college,Adm-clerical,200000,0.000,1,1
886,90,Doctorate,Exec-managerial,200000,0.745,5,10
887,90,HS-grad,Other-service,200000,1.000,1,1
888,90,Bachelors,Prof-specialty,200000,0.768,5,10
889,90,Some-college,Adm-clerical,15000,0.000,5,10
890,85,Masters,Exec-managerial,15000,0.000,1,1
893,18,Some-college,Exec-managerial,189856,0.000,5,10
894,18,Doctorate,Adm-clerical,154836,1.000,5,10
895,90,HS-grad,Other-service,15000,0.913,1,10
896,90,Masters,Prof-specialty,200000,0.000,1,1
897,90,Bachelors,Exec-managerial,200000,0.000,1,10
898,90,HS-grad,Handlers-cleaners,200000,0.799,2,10
899,21,Some-college,Adm-clerical,15000,0.611,1,1
900,90,Doctorate,Prof-specialty,15000,0.000,5,9
901,18,Bachelors,Prof-specialty,200000,0.000,5,1
902,90,HS-grad,Adm-clerical,200000,0.019,5,4
903,18,Some-college,Misc-prof,200000,0.000,1,3
904,42,Some-college,Craft-repair,15000,0.000,1,10
905,18,Doctorate,Exec-managerial,15000,1.000,5,7
906,90,Masters,Prof-specialty,15000,1.000,1,1
907,18,Bachelors,Prof-specialty,15000,1.000,5,6
908,18,Masters,Prof-specialty,200000,0.000,1,1
909,82,Masters,Exec-managerial,200000,1.000,4,10
911,18,HS-grad,Other-service,15000,1.000,1,10
912,18,Bachelors,Exec-managerial,15000,0.000,5,10
913,67,Doctorate,Adm-clerical,37713,1.000,3,1
914,18,Some-college,Prof-specialty,200000,0.866,1,8
915,49,HS-grad,Handlers-cleaners,15000,0.435,1,10
916,18,Masters,Craft-repair,15000,0.293,5,10
917,90,HS-grad,Other-service,200000,0.451,1,10
918,18,Doctorate,Prof-specialty,15000,0.000,5,10
919,72,Some-college,Adm-clerical,183092,1.000,1,1
931,35,HS-grad,Other-service,15000,1.000,5,1
932,18,Masters,Prof-specialty,200000,1.000,1,4
933,90,Bachelors,Exec-managerial,172349,1.000,1,10
934,90,Doctorate,Prof-specialty,200000,0.639,3,6
935,90,Some-college,Handlers-cleaners,15000,1.000,5,2
936,79,Bachelors,Prof-specialty,200000,0.000,5,1
938,90,Masters,Exec-managerial,30671,0.000,1,1
939,90,Doctorate,Prof-specialty,118885,1.000,5,1
940,18,HS-grad,Adm-clerical,35457,1.000,5,10
952,90,Some-college,Prof-specialty,22889,1.000,5,6
